Id,SalePrice
1608,205547.88
1609,185178.55
1610,133359.61
1611,155587.03
1612,168581.95
1613,168152.31
1614,119761.08
1615,84371.88
1616,68723.664
1617,92503.0
1618,131170.47
1619,143027.25
1620,107158.58
1621,145278.39
1622,135730.81
1623,279176.2
1624,200025.25
1625,147474.9
1626,177244.03
1627,189885.64
1628,280879.16
1629,168813.47
1630,317503.44
1631,256675.52
1632,271769.3
1633,156787.38
1634,187696.61
1635,171436.78
1636,151975.38
1637,213167.4
1638,239470.64
1639,202171.25
1640,279726.2
1641,179490.5
1642,224347.3
1643,258220.11
1644,252514.69
1645,193704.78
1646,165106.8
1647,181843.47
1648,141352.72
1649,144257.23
1650,117649.69
1651,127993.445
1652,108214.04
1653,110888.89
1654,140400.39
1655,163184.0
1656,154482.66
1657,140543.5
1658,154536.9
1659,133572.27
1660,158600.69
1661,465606.28
1662,355818.12
1663,377134.44
1664,405237.56
1665,348647.7
1666,315008.62
1667,325175.2
1668,349795.84
1669,303803.44
1670,357563.7
1671,248458.47
1672,529892.9
1673,311262.94
1674,295334.6
1675,173609.61
1676,187933.95
1677,208304.66
1678,480303.8
1679,427810.12
1680,329019.5
1681,261243.19
1682,297011.38
1683,209998.81
1684,185462.61
1685,169799.0
1686,177649.67
1687,161104.1
1688,199070.22
1689,205753.39
1690,185244.64
1691,171312.88
1692,264202.72
1693,159069.27
1694,171618.8
1695,157379.02
1696,270253.84
1697,160565.11
1698,349530.94
1699,319257.0
1700,254683.12
1701,302118.5
1702,297169.38
1703,286010.2
1704,301379.47
1705,240796.61
1706,575336.5
1707,208289.67
1708,208832.78
1709,316250.25
1710,253125.81
1711,256318.98
1712,279098.44
1713,222464.16
1714,222368.67
1715,214844.27
1716,200389.1
1717,172827.05
1718,130137.66
1719,216264.5
1720,281680.0
1721,186034.77
1722,121734.28
1723,151625.5
1724,218753.56
1725,243936.53
1726,192222.56
1727,184360.52
1728,200035.95
1729,170613.55
1730,162908.16
1731,130349.125
1732,135360.14
1733,123161.32
1734,126285.84
1735,136735.36
1736,118871.22
1737,367960.38
1738,238488.1
1739,246395.25
1740,204524.12
1741,181356.02
1742,173457.08
1743,170533.25
1744,316103.25
1745,237746.55
1746,246576.64
1747,236771.4
1748,251466.03
1749,154715.17
1750,152838.1
1751,266186.22
1752,121926.875
1753,166761.28
1754,243702.27
1755,184259.77
1756,121668.7
1757,131381.34
1758,150517.22
1759,182595.64
1760,169001.22
1761,155371.34
1762,195235.83
1763,181472.38
1764,124904.67
1765,197976.75
1766,191025.25
1767,240080.5
1768,148461.27
1769,211611.73
1770,153853.66
1771,135057.11
1772,149259.95
1773,135440.1
1774,180231.7
1775,152705.6
1776,137127.72
1777,118442.99
1778,140359.47
1779,121198.15
1780,190111.94
1781,142003.97
1782,94215.88
1783,169648.73
1784,110970.63
1785,144756.3
1786,144989.88
1787,180011.22
1788,54918.71
1789,136352.78
1790,107451.16
1791,292134.3
1792,189402.14
1793,142432.52
1794,153449.97
1795,155480.39
1796,135821.6
1797,162140.73
1798,130460.3
1799,114519.07
1800,117798.41
1801,147534.36
1802,161497.44
1803,175219.86
1804,153899.03
1805,143054.84
1806,139688.11
1807,144541.05
1808,148411.7
1809,132045.78
1810,148341.97
1811,121168.39
1812,119790.586
1813,133554.12
1814,113307.08
1815,52484.57
1816,121522.016
1817,116777.375
1818,203540.55
1819,127563.93
1820,58174.14
1821,135824.75
1822,190388.81
1823,72619.805
1824,153844.88
1825,133651.2
1826,112662.79
1827,126937.41
1828,149215.23
1829,147560.94
1830,200956.2
1831,194779.84
1832,113377.97
1833,170845.53
1834,145293.34
1835,129861.78
1836,181811.55
1837,103808.96
1838,151381.89
1839,97651.94
1840,130144.84
1841,136454.94
1842,91597.234
1843,158430.75
1844,138365.38
1845,139103.48
1846,166496.9
1847,143072.56
1848,65333.72
1849,124407.95
1850,132822.67
1851,165213.05
1852,134244.27
1853,128721.09
1854,178992.1
1855,174717.05
1856,234087.64
1857,193512.61
1858,144290.9
1859,119548.59
1860,156273.88
1861,118549.45
1862,278491.88
1863,267161.88
1864,267269.47
1865,323676.3
1866,350269.12
1867,250394.67
1868,285108.1
1869,192709.12
1870,234042.94
1871,263773.12
1872,173379.22
1873,263908.3
1874,145507.66
1875,214807.25
1876,200754.05
1877,213180.19
1878,221048.03
1879,134722.19
1880,136492.06
1881,198485.1
1882,283404.8
1883,217531.66
1884,239834.17
1885,259187.98
1886,283354.0
1887,200702.83
1888,280276.38
1889,171401.22
1890,139023.86
1891,142712.36
1892,111215.39
1893,138434.3
1894,135955.23
1895,151444.75
1896,130731.47
1897,107697.45
1898,118866.59
1899,161552.38
1900,142939.36
1901,170516.92
1902,144300.08
1903,190720.08
1904,143084.7
1905,206478.62
1906,179661.14
1907,205055.3
1908,124778.92
1909,135065.55
1910,135040.53
1911,210468.84
1912,327188.38
1913,134515.48
1914,95093.625
1915,271839.38
1916,115251.06
1917,276631.47
1918,147212.75
1919,173704.53
1920,181415.06
1921,523366.28
1922,350121.3
1923,209025.12
1924,214759.16
1925,218745.81
1926,379304.75
1927,151148.75
1928,159928.88
1929,128974.62
1930,134213.2
1931,141853.48
1932,139268.31
1933,191963.44
1934,188290.1
1935,164161.33
1936,189226.0
1937,190600.53
1938,159859.56
1939,275134.8
1940,226046.39
1941,192492.1
1942,194731.5
1943,232651.16
1944,310282.53
1945,349854.56
1946,166596.33
1947,309044.5
1948,245429.39
1949,256986.88
1950,226965.05
1951,275562.3
1952,249064.0
1953,170230.38
1954,231154.5
1955,150501.4
1956,360264.56
1957,180654.62
1958,343596.3
1959,155068.56
1960,123129.17
1961,125595.73
1962,103566.305
1963,117340.52
1964,110762.77
1965,150515.8
1966,161001.23
1967,298538.62
1968,473268.72
1969,354647.94
1970,497345.1
1971,649492.5
1972,426044.2
1973,255390.19
1974,298431.2
1975,437723.22
1976,287130.06
1977,403798.75
1978,385738.3
1979,345595.88
1980,208124.25
1981,353822.25
1982,236674.44
1983,236629.06
1984,172924.42
1985,219786.95
1986,209293.4
1987,172452.44
1988,170338.38
1989,205536.45
1990,206552.64
1991,218708.92
1992,211919.2
1993,179690.25
1994,259042.12
1995,205496.75
1996,276115.0
1997,352879.7
1998,322967.62
1999,222747.03
2000,339936.44
2001,272043.28
2002,225336.33
2003,280277.88
2004,287265.66
2005,249998.23
2006,240390.1
2007,281904.22
2008,176990.94
2009,201107.3
2010,211783.44
2011,138006.84
2012,177282.94
2013,189173.8
2014,193359.23
2015,226692.62
2016,196854.73
2017,217523.4
2018,128520.445
2019,135841.92
2020,131848.75
2021,108856.92
2022,194506.9
2023,156780.22
2024,225331.17
2025,436505.9
2026,191728.6
2027,142582.84
2028,171038.36
2029,155860.81
2030,294585.88
2031,257071.94
2032,272220.53
2033,283665.53
2034,168349.88
2035,219089.23
2036,183450.69
2037,184450.81
2038,274866.5
2039,230596.16
2040,595905.75
2041,296159.88
2042,223936.5
2043,189619.27
2044,191899.12
2045,264377.8
2046,162031.78
2047,159736.88
2048,140959.69
2049,149584.12
2050,221175.25
2051,98055.68
2052,141953.39
2053,151236.89
2054,86204.016
2055,167254.9
2056,148375.88
2057,124888.15
2058,227763.4
2059,130476.836
2060,174496.3
2061,197807.53
2062,138710.84
2063,126154.266
2064,156873.38
2065,134403.72
2066,187948.39
2067,131030.03
2068,156980.94
2069,95965.23
2070,126150.03
2071,101134.99
2072,114746.73
2073,139331.2
2074,230906.69
2075,163824.08
2076,135230.5
2077,146601.9
2078,121695.12
2079,165147.88
2080,138718.34
2081,139803.84
2082,140267.5
2083,156412.94
2084,125154.89
2085,125262.29
2086,120549.49
2087,148727.75
2088,128292.39
2089,85250.58
2090,152969.73
2091,109963.56
2092,141359.75
2093,153191.36
2094,128008.95
2095,153645.12
2096,106771.516
2097,121758.22
2098,171341.4
2099,56757.453
2100,136830.81
2101,104955.54
2102,156360.44
2103,117239.266
2104,121704.625
2105,145977.7
2106,83865.16
2107,270124.34
2108,134596.17
2109,125773.32
2110,143698.72
2111,169099.77
2112,149036.64
2113,120016.96
2114,129995.17
2115,170762.08
2116,134809.44
2117,176169.97
2118,132329.84
2119,130495.11
2120,121041.34
2121,91529.41
2122,114092.77
2123,87262.68
2124,229748.66
2125,166572.19
2126,155681.69
2127,228030.56
2128,152896.81
2129,128855.08
2130,167637.89
2131,153354.12
2132,149721.98
2133,150401.7
2134,149414.5
2135,130239.64
2136,99014.086
2137,133085.88
2138,148317.05
2139,157784.34
2140,142584.0
2141,144895.31
2142,131843.5
2143,144906.14
2144,130497.31
2145,144042.78
2146,182453.38
2147,110088.06
2148,148312.88
2149,161054.7
2150,244259.02
2151,128540.39
2152,186657.22
2153,168008.3
2154,107795.26
2155,144855.47
2156,256850.95
2157,223800.64
2158,234241.19
2159,205486.36
2160,187570.08
2161,282317.2
2162,399707.9
2163,360148.0
2164,259476.94
2165,188789.64
2166,147266.19
2167,208861.97
2168,213989.03
2169,213064.17
2170,239600.28
2171,155926.42
2172,152586.52
2173,165930.12
2174,255986.28
2175,316219.8
2176,297885.44
2177,261990.77
2178,252318.58
2179,141626.4
2180,188137.56
2181,207098.92
2182,250522.16
2183,201519.27
2184,127892.03
2185,130797.62
2186,157842.55
2187,167327.67
2188,157432.06
2189,138844.22
2190,92828.01
2191,96140.15
2192,94265.76
2193,112877.8
2194,109760.47
2195,123074.734
2196,113587.984
2197,126996.28
2198,200070.08
2199,179302.67
2200,152379.4
2201,174161.58
2202,185036.25
2203,150313.05
2204,174284.16
2205,118937.55
2206,142691.14
2207,226524.78
2208,248459.23
2209,198862.28
2210,125646.22
2211,135907.58
2212,127445.875
2213,116263.11
2214,133667.12
2215,123754.58
2216,176115.66
2217,97919.65
2218,109748.914
2219,103039.25
2220,96221.83
2221,274248.9
2222,245162.22
2223,388542.12
2224,225428.28
2225,121773.52
2226,164665.6
2227,214469.17
2228,282921.62
2229,263092.66
2230,137157.02
2231,227337.53
2232,176577.98
2233,183908.67
2234,241573.94
2235,195020.44
2236,285507.72
2237,313716.5
2238,187840.23
2239,116948.734
2240,165406.9
2241,148492.9
2242,144816.03
2243,128866.33
2244,95897.54
2245,91224.44
2246,153792.02
2247,113861.86
2248,120130.6
2249,115122.14
2250,139612.78
2251,157080.11
2252,204766.39
2253,141707.64
2254,163978.92
2255,195929.67
2256,189788.8
2257,219208.08
2258,173013.9
2259,183003.56
2260,184391.39
2261,205108.75
2262,225923.5
2263,316248.12
2264,330933.94
2265,189194.12
2266,297280.38
2267,309435.3
2268,432513.2
2269,170507.95
2270,202638.69
2271,245009.78
2272,222471.23
2273,172016.12
2274,170309.23
2275,197148.67
2276,218678.28
2277,209916.53
2278,159690.0
2279,121644.62
2280,138156.36
2281,181567.45
2282,189933.72
2283,117652.75
2284,116804.33
2285,153096.61
2286,133043.97
2287,346248.84
2288,307090.88
2289,363944.38
2290,510892.56
2291,316789.22
2292,505995.97
2293,481950.94
2294,450659.22
2295,403475.06
2296,298931.7
2297,267237.4
2298,356903.38
2299,516620.75
2300,337422.8
2301,272051.62
2302,243928.53
2303,274061.0
2304,269086.53
2305,187644.48
2306,187645.19
2307,173908.23
2308,263216.94
2309,285525.97
2310,234455.31
2311,209329.5
2312,192776.5
2313,181125.52
2314,198761.52
2315,174768.7
2316,187157.12
2317,170570.0
2318,176669.27
2319,180285.98
2320,200941.6
2321,241451.28
2322,177368.53
2323,176868.3
2324,159819.4
2325,219481.61
2326,166144.1
2327,215307.31
2328,220946.45
2329,193761.75
2330,191149.69
2331,397565.66
2332,435921.06
2333,314051.03
2334,266430.2
2335,280065.0
2336,367925.75
2337,213594.9
2338,274341.06
2339,251699.42
2340,379056.1
2341,218569.38
2342,254286.19
2343,218276.94
2344,240023.45
2345,269216.1
2346,237296.44
2347,198348.22
2348,244528.38
2349,156775.72
2350,264112.44
2351,265441.12
2352,285444.12
2353,248446.78
2354,123172.84
2355,149002.9
2356,150083.48
2357,210996.9
2358,205653.12
2359,137180.28
2360,113002.414
2361,148342.73
2362,294521.62
2363,137806.92
2364,172085.16
2365,236752.97
2366,199103.58
2367,260706.4
2368,206648.75
2369,266149.62
2370,156136.5
2371,169648.88
2372,194193.2
2373,264513.28
2374,310738.2
2375,268503.84
2376,284116.03
2377,387863.22
2378,156286.17
2379,229454.9
2380,159259.06
2381,170919.5
2382,233201.5
2383,244425.56
2384,254640.94
2385,170825.33
2386,141126.6
2387,136789.05
2388,108028.07
2389,124557.34
2390,143631.12
2391,148626.47
2392,134344.1
2393,189902.6
2394,151441.31
2395,221063.9
2396,153071.77
2397,244318.98
2398,144897.75
2399,52350.914
2400,53402.062
2401,119782.9
2402,139395.38
2403,140033.5
2404,150378.4
2405,167234.86
2406,144487.73
2407,127924.64
2408,152857.6
2409,133711.44
2410,190925.28
2411,121100.836
2412,157116.69
2413,142715.0
2414,156402.42
2415,140612.88
2416,151194.42
2417,151333.38
2418,136061.6
2419,127279.06
2420,123090.92
2421,148285.94
2422,135407.86
2423,138728.77
2424,156406.47
2425,213935.58
2426,152427.1
2427,146037.95
2428,177452.05
2429,132575.39
2430,140902.16
2431,116673.87
2432,140343.86
2433,141082.69
2434,137301.22
2435,147777.1
2436,96153.07
2437,110289.97
2438,115527.4
2439,138649.56
2440,165356.16
2441,114222.83
2442,115187.016
2443,147412.78
2444,143299.22
2445,106441.24
2446,167056.53
2447,239312.16
2448,165902.17
2449,126317.49
2450,183560.58
2451,127132.92
2452,255101.28
2453,103412.64
2454,133499.0
2455,130485.234
2456,148607.19
2457,125286.58
2458,123684.11
2459,123966.67
2460,170674.81
2461,131868.45
2462,142920.66
2463,135362.31
2464,228280.08
2465,175165.31
2466,138671.72
2467,168486.22
2468,100992.64
2469,99752.06
2470,197745.7
2471,226444.78
2472,216133.06
2473,134196.38
2474,94420.695
2475,261978.5
2476,125288.84
2477,139059.44
2478,165714.31
2479,119535.56
2480,168580.33
2481,133235.3
2482,145297.11
2483,114559.12
2484,132220.83
2485,133665.66
2486,154905.28
2487,241467.94
2488,149356.97
2489,162865.55
2490,151582.44
2491,106254.49
2492,176676.95
2493,162210.52
2494,189989.61
2495,131099.22
2496,252396.58
2497,189781.25
2498,110719.91
2499,102044.164
2500,132710.17
2501,148695.56
2502,152903.0
2503,122067.83
2504,208000.6
2505,223528.61
2506,299401.16
2507,318182.25
2508,301780.97
2509,232972.72
2510,258385.75
2511,188639.92
2512,224510.28
2513,231296.31
2514,248186.28
2515,154228.19
2516,164970.0
2517,141766.05
2518,139579.69
2519,239412.56
2520,226196.11
2521,219993.69
2522,229697.0
2523,130144.01
2524,130980.45
2525,158835.05
2526,142531.88
2527,122883.06
2528,132918.67
2529,125605.81
2530,120428.24
2531,232636.53
2532,235377.19
2533,215645.39
2534,260094.12
2535,330451.88
2536,236229.02
2537,241000.4
2538,199973.84
2539,180697.17
2540,166267.44
2541,194306.3
2542,155427.28
2543,135524.25
2544,131866.84
2545,169634.16
2546,170894.94
2547,152743.47
2548,125451.9
2549,148891.88
2550,659583.8
2551,142660.78
2552,134458.97
2553,90426.12
2554,124106.84
2555,129944.96
2556,105931.266
2557,113329.05
2558,168147.25
2559,146215.36
2560,133640.97
2561,121670.15
2562,136999.1
2563,146201.34
2564,188272.5
2565,116832.4
2566,141747.28
2567,147503.06
2568,211263.81
2569,217949.4
2570,126008.49
2571,169185.38
2572,181941.8
2573,253655.19
2574,236247.95
2575,163099.88
2576,144817.08
2577,146039.4
2578,107970.53
2579,75433.58
2580,135237.77
2581,134888.52
2582,128700.8
2583,263071.3
2584,175560.61
2585,170123.53
2586,202706.44
2587,211478.16
2588,154132.62
2589,159951.23
2590,233797.64
2591,236524.7
2592,230886.34
2593,259680.03
2594,217675.62
2595,227156.86
2596,286740.0
2597,178568.39
2598,254346.06
2599,424069.5
2600,149415.05
2601,155275.28
2602,82489.85
2603,89742.51
2604,80864.54
2605,75700.86
2606,149555.98
2607,195689.72
2608,215629.86
2609,153790.6
2610,104883.664
2611,155356.33
2612,155536.16
2613,133240.92
2614,128563.66
2615,166646.3
2616,149980.62
2617,182760.06
2618,226033.84
2619,256437.08
2620,176362.81
2621,195497.7
2622,201482.69
2623,285773.28
2624,276467.2
2625,342770.2
2626,159344.83
2627,204262.61
2628,479401.53
2629,547277.1
2630,342735.78
2631,656461.94
2632,448769.3
2633,295677.88
2634,484605.1
2635,172522.77
2636,223314.47
2637,184257.25
2638,249078.12
2639,182629.53
2640,160432.81
2641,105879.68
2642,194609.4
2643,130566.88
2644,131960.05
2645,109353.445
2646,105911.38
2647,111606.78
2648,155294.89
2649,152257.7
2650,152730.02
2651,154862.73
2652,643400.2
2653,294441.3
2654,256914.5
2655,356488.8
2656,373516.75
2657,327702.2
2658,297081.0
2659,278817.12
2660,320946.5
2661,358573.44
2662,345105.75
2663,280670.97
2664,283256.25
2665,336892.47
2666,285196.78
2667,167132.78
2668,192071.31
2669,171822.12
2670,292410.16
2671,188907.38
2672,188708.97
2673,210207.2
2674,197623.06
2675,168566.81
2676,203389.38
2677,182818.02
2678,262446.84
2679,286157.16
2680,303241.34
2681,401998.25
2682,350716.72
2683,751839.0
2684,352944.7
2685,355292.0
2686,287174.8
2687,272789.66
2688,254028.92
2689,226137.11
2690,605819.2
2691,198636.66
2692,129507.72
2693,211064.55
2694,135360.5
2695,200858.62
2696,194490.88
2697,200716.14
2698,199305.0
2699,189267.44
2700,170009.39
2701,164248.78
2702,129648.61
2703,132008.25
2704,148732.84
2705,124880.445
2706,125950.24
2707,134544.05
2708,143184.3
2709,110312.7
2710,125499.81
2711,241091.78
2712,409037.2
2713,187888.12
2714,149761.33
2715,174067.38
2716,148850.7
2717,191772.47
2718,260916.5
2719,161258.38
2720,206145.38
2721,137464.5
2722,171861.95
2723,160823.0
2724,127063.734
2725,124943.59
2726,169002.66
2727,172844.7
2728,170995.56
2729,159829.08
2730,158439.11
2731,131874.34
2732,141588.42
2733,162469.97
2734,167048.36
2735,129409.16
2736,151079.66
2737,128540.484
2738,141109.66
2739,168073.92
2740,161752.31
2741,142003.98
2742,173373.86
2743,153964.67
2744,159144.69
2745,154594.1
2746,142650.94
2747,157974.53
2748,141266.97
2749,126985.16
2750,142662.48
2751,139925.73
2752,212636.28
2753,166806.0
2754,263379.94
2755,171180.72
2756,113014.84
2757,91097.71
2758,96681.125
2759,169970.78
2760,134174.3
2761,148720.58
2762,145335.3
2763,200012.39
2764,155639.1
2765,311417.3
2766,151501.72
2767,101884.984
2768,139101.42
2769,122327.99
2770,176299.88
2771,122853.984
2772,114633.73
2773,187685.8
2774,161964.55
2775,144760.52
2776,166157.64
2777,182566.34
2778,113897.164
2779,111892.52
2780,135899.78
2781,118012.14
2782,107696.92
2783,111277.23
2784,154537.14
2785,161791.25
2786,68152.836
2787,148829.6
2788,84379.34
2789,235014.19
2790,120437.45
2791,136423.19
2792,80987.89
2793,184427.19
2794,101991.53
2795,130234.92
2796,115109.47
2797,269089.88
2798,116863.56
2799,128789.89
2800,98597.74
2801,139617.44
2802,135207.31
2803,193562.75
2804,148096.81
2805,110126.94
2806,88139.06
2807,153954.72
2808,151384.56
2809,150342.2
2810,134383.38
2811,155822.19
2812,164381.72
2813,160956.39
2814,168413.2
2815,133123.97
2816,279360.66
2817,147512.0
2818,150129.05
2819,146425.22
2820,137194.98
2821,110975.19
2822,206005.36
2823,456325.75
2824,172372.33
2825,145649.75
2826,154104.88
2827,169587.94
2828,189717.38
2829,211610.73
2830,234158.3
2831,186288.44
2832,213112.3
2833,275250.66
2834,232150.08
2835,226531.36
2836,209725.33
2837,181497.58
2838,154002.14
2839,184665.05
2840,203487.0
2841,220889.66
2842,236028.88
2843,153240.25
2844,181229.22
2845,128913.125
2846,229526.94
2847,202142.55
2848,233997.69
2849,222213.83
2850,284854.4
2851,238014.44
2852,238259.86
2853,239529.33
2854,137742.38
2855,201995.56
2856,219453.56
2857,208548.62
2858,196025.39
2859,139057.8
2860,126466.2
2861,143548.88
2862,203817.61
2863,117187.44
2864,258058.16
2865,142726.84
2866,164510.5
2867,106059.42
2868,137008.03
2869,135867.56
2870,149401.98
2871,115769.39
2872,52921.11
2873,134097.84
2874,145464.22
2875,155786.39
2876,161306.08
2877,143871.23
2878,187843.17
2879,138764.3
2880,108679.61
2881,179274.2
2882,171793.69
2883,217537.0
2884,209794.58
2885,194290.98
2886,217633.27
2887,124554.46
2888,160806.72
2889,74348.45
2890,99330.445
2891,180489.55
2892,86502.03
2893,114205.83
2894,73975.164
2895,272070.94
2896,273863.62
2897,232698.14
2898,161581.62
2899,250276.94
2900,175150.45
2901,245920.14
2902,172151.38
2903,296719.22
2904,369963.2
2905,145964.1
2906,186196.58
2907,106490.89
2908,136412.06
2909,147764.6
2910,83647.8
2911,82451.34
2912,143988.44
2913,88036.01
2914,71607.65
2915,86617.734
2916,85718.34
2917,188946.48
2918,107878.19
2919,232604.66
